问题触发时间,地市,区县,TAC(LAC),数据来源,问题归类(二级),类别要素,主指标表征值,处理优先级,是否为FDD站点,是否指纹库智能分析系统运算,是否列为白名单,是否为性能交维站点,资管生命周期状态,劣化次数,告警触发次数,日均流量(GB),业务要素,场景要素,覆盖类型,覆盖场景,中心经度,中心维度,厂家名称,自愈状态
8月,杭州,滨江,22457,北向性能,VOLTE丢包质差,质量,3.92,高,否,否,否,是,现网,3,4,0.03,语音,室外,室外,写字楼,120.191,30.187,华为,派单
9月,杭州,萧山,22769,SEQ,CSFB回落质差,质量,94.19,高,否,否,否,是,现网,3,7,0.04,语音,室外,室外,企事业单位,120.606,30.283,华为,派单
7月,杭州,萧山,22768,北向性能,无线接通质差,质量,96.17,高,否,否,否,是,现网,3,16,0,数据,室外,室外,村庄,120.273,29.944,华为,派单
10月,杭州,萧山,22768,北向性能,无线接通质差,质量,95.8,高,否,是,否,是,现网,5,5,0,数据,室外,室外,村庄,120.273,29.944,华为,派单
8月,杭州,滨江,22548,北向性能,无线接通质差,质量,96.5,高,否,否,否,是,现网,3,11,0.03,数据,室外,室外,企事业单位,120.162,30.186,华为,派单
8月,杭州,桐庐,22575,北向性能,无线接通质差,质量,96.49,高,否,否,否,是,现网,3,4,0,数据,高校,室外,高校,119.706,29.827,中兴,派单
8月,杭州,桐庐,22575,北向性能,无线切换质差,质量,94.33,高,否,否,否,是,现网,3,5,0,数据,高校,室外,高校,119.707,29.827,中兴,派单
8月,杭州,拱墅,22540,北向性能,VOLTE丢包质差,质量,6.66,高,否,否,否,是,维护,4,13,0,语音,室外,室外,低层居民区,120.125,30.33,华为,派单
8月,杭州,拱墅,22540,北向性能,无线接通质差,质量,95.67,高,否,否,否,是,维护,3,3,0,数据,室外,室外,低层居民区,120.125,30.33,华为,派单
8月,杭州,下沙,22456,北向性能,无线切换质差,质量,87.16,中,否,否,否,是,现网,5,1,0,数据,高校,室外,高校,120.389,30.314,华为,派单
7月,杭州,江干,22710,SEQ,CSFB回落质差,质量,94.01,高,否,否,否,是,现网,3,3,0.03,语音,室外,室外,低层居民区,120.227,30.374,华为,派单
9月,杭州,江干,22710,SEQ,CSFB回落质差,质量,94.99,高,否,否,否,是,现网,3,10,0.03,语音,室外,室外,低层居民区,120.227,30.374,华为,派单
9月,杭州,江干,22710,SEQ,CSFB回落质差,质量,94.84,高,否,否,否,是,现网,3,6,0.03,语音,室外,室外,低层居民区,120.227,30.374,华为,派单
10月,杭州,江干,22710,SEQ,CSFB回落质差,质量,94.65,高,否,否,否,是,现网,6,21,0.03,语音,室外,室外,低层居民区,120.227,30.374,华为,派单
7月,杭州,拱墅,22539,SEQ,CSFB回落质差,质量,95.05,高,否,否,否,是,现网,3,3,0.04,语音,室外,室外,低层居民区,120.095,30.336,华为,派单
9月,杭州,建德,22700,北向性能,无线切换质差,质量,86.21,高,否,否,否,是,现网,3,3,0,数据,室外,室外,乡镇,119.27,29.473,中兴,派单
7月,杭州,江干,22710,北向性能,无线切换质差,质量,90.31,中,否,否,否,是,现网,3,1,0,数据,小微站,室外,城区道路,120.233,30.35,华为,派单
8月,杭州,江干,22455,北向性能,无线切换质差,质量,89.93,高,否,否,否,是,现网,7,2,0.01,数据,室外,室外,城区道路,120.2,30.263,华为,派单
7月,杭州,上城,22560,北向性能,无线切换质差,质量,89.47,高,否,否,否,是,现网,6,4,0,数据,室外,室外,风景区,120.153,30.246,华为,派单
7月,杭州,上城,22560,北向性能,无线切换质差,质量,90.99,高,否,否,否,是,现网,5,2,0,数据,小微站,室外,风景区,120.153,30.246,华为,派单
10月,杭州,西湖,22570,北向性能,无线切换质差,质量,86.67,高,否,是,否,是,现网,5,10,0,数据,室外,室外,企事业单位,120.077,30.135,华为,派单
9月,杭州,西湖,22528,北向性能,无线切换质差,质量,92.69,高,否,是,否,是,现网,3,3,0,数据,小微站,室外,风景区,120.142,30.234,华为,派单
9月,杭州,萧山,22712,北向性能,无线掉线质差,质量,3.19,高,否,是,否,是,现网,5,3,0,数据,室外,室外,村庄,120.428,30.335,华为,派单
9月,杭州,江干,22301,SEQ,CSFB回落质差,质量,94.79,高,否,否,否,是,现网,4,7,0.06,语音,室分,室内,星级酒店,120.211,30.256,华为,派单
9月,杭州,滨江,22546,北向性能,无线掉线质差,质量,6.93,高,否,是,否,是,现网,7,6,0,数据,室外,室外,企事业单位,120.2,30.21,华为,派单
9月,杭州,滨江,22546,北向性能,无线掉线质差,质量,5.59,高,否,是,否,是,现网,7,6,0,数据,小微站,室外,企事业单位,120.2,30.21,华为,派单
9月,杭州,滨江,22546,北向性能,无线掉线质差,质量,4.39,高,否,是,否,是,现网,7,6,0,数据,室外,室外,企事业单位,120.2,30.21,华为,派单
9月,杭州,滨江,22546,北向性能,无线掉线质差,质量,3.71,高,否,是,否,是,现网,7,6,0,数据,小微站,室外,企事业单位,120.2,30.21,华为,派单
9月,杭州,滨江,22546,北向性能,无线掉线质差,质量,5.9,高,否,是,否,是,现网,7,6,0,数据,室外,室外,企事业单位,120.2,30.21,华为,派单
9月,杭州,滨江,22546,北向性能,无线掉线质差,质量,4.91,高,否,是,否,是,现网,7,6,0,数据,小微站,室外,企事业单位,120.2,30.21,华为,派单
9月,杭州,滨江,22546,北向性能,无线掉线质差,质量,3.65,高,否,是,否,是,现网,7,6,0,数据,室外,室外,企事业单位,120.2,30.21,华为,派单
9月,杭州,滨江,22546,北向性能,无线掉线质差,质量,3.04,高,否,是,否,是,现网,5,6,0,数据,小微站,室外,企事业单位,120.2,30.21,华为,派单
9月,杭州,拱墅,22550,北向性能,无线切换质差,质量,88.31,高,否,否,否,是,现网,4,4,0,数据,室外,室外,城区道路,120.136,30.317,华为,派单
9月,杭州,西湖,22547,北向性能,VOLTE接通质差,感知,95.9,高,是,否,否,是,现网,3,13,0.01,语音,室外,室外,风景区,120.129,30.253,华为,派单
9月,杭州,萧山,22555,SEQ,CSFB回落质差,质量,94.7,中,否,否,否,是,现网,3,1,0.08,语音,室外,室外,低层居民区,120.239,30.231,华为,派单
9月,宁波,镇海,26392,北向性能,RRC重建比质差,质量,9,高,否,否,否,是,现网,3,4,0.01,数据,室分,室内,低层居民区,121.661,29.976,诺基亚,派单
9月,宁波,奉化,26581,北向性能,无线切换质差,质量,93.12,高,否,是,否,是,现网,4,7,0,数据,室外,室外,风景区,121.574,29.56,中兴,派单
8月,宁波,余姚,22465,北向性能,无线接通质差,质量,96.64,高,否,否,否,是,现网,3,4,0,数据,室外,室外,村庄,121.246,29.922,诺基亚,派单
7月,宁波,余姚,22465,北向性能,无线掉线质差,质量,1.73,高,否,是,否,是,现网,3,2,0,数据,室外,室外,村庄,121.276,29.915,诺基亚,派单
7月,宁波,余姚,22465,北向性能,VOLTE丢包质差,质量,9.78,高,否,否,否,是,现网,3,2,0,语音,室外,室外,村庄,121.276,29.915,诺基亚,派单
10月,宁波,余姚,22465,北向性能,无线掉线质差,质量,2.42,高,否,否,否,是,现网,3,3,0,数据,室外,室外,村庄,121.142,29.871,诺基亚,派单
10月,宁波,宁海,22728,北向性能,VOLTE丢包质差,质量,5.27,高,否,否,否,是,现网,3,3,0,语音,室外,室外,会展中心,121.44,29.201,中兴,派单
8月,宁波,宁海,22735,北向性能,无线切换质差,质量,91.65,高,否,否,否,是,现网,4,6,0,数据,室外,室外,会展中心,121.344,29.264,中兴,派单
7月,宁波,宁海,22735,北向性能,无线掉线质差,质量,3.65,高,否,是,否,是,现网,3,3,0,数据,室外,室外,会展中心,121.252,29.31,中兴,派单
9月,宁波,宁海,22728,北向性能,VOLTE掉话质差,感知,2.21,高,否,否,否,是,现网,3,3,0,语音,室外,室外,村庄,121.432,29.221,中兴,派单
9月,宁波,镇海,26698,北向性能,无线切换质差,质量,90.1,高,否,否,否,是,现网,3,5,0.01,数据,室分,室内,低层居民区,121.617,29.922,诺基亚,派单
8月,宁波,象山,22607,北向性能,无线切换质差,质量,93.35,中,否,否,否,是,现网,3,1,0.03,数据,室外,室外,城区道路,121.973,29.138,中兴,派单
9月,宁波,象山,22607,北向性能,无线切换质差,质量,69.17,高,否,是,否,是,现网,5,12,0.01,数据,室外,室外,城区道路,121.973,29.138,中兴,派单
7月,宁波,象山,22466,北向性能,VOLTE丢包质差,质量,3.79,高,否,否,否,是,现网,3,2,0,语音,室外,室外,郊区道路,121.884,29.338,中兴,派单
8月,宁波,象山,26574,北向性能,无线掉线质差,质量,2.6,高,否,是,否,是,现网,3,2,0,数据,室外,室外,郊区道路,121.761,29.563,中兴,派单
8月,宁波,象山,26574,北向性能,无线掉线质差,质量,2.59,高,否,是,否,是,现网,3,3,0,数据,室外,室外,郊区道路,121.761,29.563,中兴,派单
10月,宁波,象山,26574,北向性能,无线掉线质差,质量,2.45,高,否,是,否,是,现网,3,8,0,数据,室外,室外,郊区道路,121.761,29.563,中兴,派单
9月,宁波,鄞州,26591,北向性能,无线切换质差,质量,89.97,高,否,是,否,是,现网,5,17,0,数据,室分,室内,写字楼,121.545,29.805,诺基亚,派单
8月,宁波,鄞州,26565,北向性能,无线切换质差,质量,91.43,高,否,否,否,是,现网,4,4,0,数据,室分,室内,高层居民区,121.52,29.821,诺基亚,派单
8月,宁波,鄞州,22478,北向性能,无线切换质差,质量,91.87,中,否,否,否,是,现网,3,1,0,数据,室分,室内,高层居民区,121.553,29.84,诺基亚,派单
10月,宁波,鄞州,22348,北向性能,无线切换质差,质量,93.29,中,否,否,否,是,现网,3,1,0.01,数据,室分,室内,写字楼,121.566,29.876,诺基亚,派单
10月,宁波,鄞州,22348,北向性能,无线切换质差,质量,93.19,高,否,否,否,是,现网,3,2,0.01,数据,室分,室内,写字楼,121.566,29.876,诺基亚,派单
7月,宁波,海曙,26437,北向性能,无线切换质差,质量,78.21,高,否,否,否,是,现网,3,4,0,数据,室分,室内,高层居民区,121.463,29.865,诺基亚,派单
9月,宁波,鄞州,22478,北向性能,无线切换质差,质量,92.64,高,否,是,否,是,现网,4,7,0,数据,室分,室内,高层居民区,121.561,29.836,诺基亚,派单
8月,宁波,鄞州,22478,北向性能,无线切换质差,质量,92.25,高,否,否,否,是,现网,3,9,0,数据,室分,室内,高层居民区,121.561,29.836,诺基亚,派单
10月,宁波,北仑,26701,北向性能,无线切换质差,质量,91.99,高,否,否,否,是,现网,3,2,0.01,数据,室分,室内,企事业单位,121.831,29.891,诺基亚,派单
9月,宁波,镇海,26392,北向性能,无线切换质差,质量,92.61,中,否,是,否,是,现网,3,1,0.04,数据,室分,室内,低层居民区,121.633,30.038,诺基亚,派单
9月,宁波,象山,22466,北向性能,无线切换质差,质量,85.98,高,否,是,否,是,现网,3,5,0,数据,室外,室外,郊区道路,121.976,29.273,中兴,派单
10月,宁波,奉化,26438,北向性能,无线掉线质差,质量,3.96,高,否,是,否,是,现网,3,6,0,数据,室外,室外,村庄,121.153,29.707,中兴,派单
9月,宁波,江北,22730,北向性能,无线切换质差,质量,91.24,高,否,是,否,是,现网,5,6,0.01,数据,室外,室外,城区道路,121.55,29.937,诺基亚,派单
7月,宁波,北仑,26702,北向性能,无线切换质差,质量,93.74,高,否,否,否,是,现网,4,4,0.03,数据,室外,室外,城区道路,121.794,29.883,诺基亚,派单
7月,宁波,镇海,26394,北向性能,无线切换质差,质量,91.2,高,否,否,否,是,现网,3,12,0.01,数据,室外,室外,城区道路,121.561,29.978,诺基亚,派单
8月,宁波,象山,26574,北向性能,无线切换质差,质量,92.58,高,否,否,否,是,现网,3,3,0,数据,室外,室外,郊区道路,121.922,29.554,中兴,派单
8月,宁波,海曙,26437,北向性能,无线接通质差,质量,96.32,高,否,否,否,是,现网,4,4,0.01,数据,小微站,室外,城区道路,121.442,29.868,诺基亚,派单
9月,宁波,宁海,26587,北向性能,无线切换质差,质量,91.61,高,否,是,否,是,现网,5,14,0.01,数据,室外,室外,村庄,121.423,29.34,中兴,派单
7月,宁波,海曙,26442,北向性能,无线接通质差,质量,94.13,高,否,否,否,是,现网,5,7,0,数据,室外,室外,城区道路,121.226,29.781,诺基亚,派单
7月,宁波,鄞州,26591,北向性能,无线切换质差,质量,90.97,高,否,否,否,是,现网,5,6,0,数据,室外,室外,城区道路,121.553,29.811,诺基亚,派单
10月,宁波,余姚,22344,北向性能,无线切换质差,质量,92.49,高,否,是,否,是,现网,3,8,0.02,数据,室外,室外,村庄,121.069,30.265,诺基亚,派单
7月,宁波,余姚,26566,北向性能,无线切换质差,质量,90,高,否,否,否,是,现网,5,6,0.01,数据,高速,室外,高速公路,121.145,29.998,诺基亚,派单
8月,宁波,余姚,26696,北向性能,无线切换质差,质量,92.58,高,否,否,否,是,现网,3,2,0.03,数据,室外,室外,村庄,121.093,30.099,诺基亚,派单
10月,宁波,余姚,26696,北向性能,无线切换质差,质量,91.38,高,否,是,否,是,现网,5,29,0.01,数据,室外,室外,村庄,121.093,30.099,诺基亚,派单
8月,宁波,余姚,26696,北向性能,无线接通质差,质量,96.49,高,否,否,否,是,现网,3,4,0.02,数据,室外,室外,村庄,121.093,30.099,诺基亚,派单
9月,宁波,余姚,26696,北向性能,无线接通质差,质量,79.6,高,否,是,否,是,现网,6,7,0,数据,室外,室外,村庄,121.093,30.099,诺基亚,派单
9月,宁波,余姚,26696,北向性能,无线接通质差,质量,95.7,高,否,是,否,是,现网,5,5,0.01,数据,室外,室外,村庄,121.093,30.099,诺基亚,派单
9月,宁波,余姚,26564,SEQ,CSFB回落质差,质量,95.42,高,否,否,否,是,现网,3,2,0.04,语音,室外,室外,村庄,121.149,30.038,诺基亚,派单
9月,宁波,余姚,26566,北向性能,无线切换质差,质量,91.71,高,否,是,否,是,现网,3,3,0.01,数据,室外,室外,村庄,121.136,30.02,诺基亚,派单
8月,宁波,北仑,26567,北向性能,VOLTE掉话质差,感知,3.9,高,否,否,否,是,现网,3,9,0,语音,室外,室外,工业园区,121.793,29.835,诺基亚,派单
10月,宁波,北仑,26567,北向性能,VOLTE掉话质差,感知,8.29,高,否,否,否,是,现网,3,12,0,语音,室外,室外,工业园区,121.793,29.835,诺基亚,派单
10月,宁波,镇海,26698,北向性能,无线切换质差,质量,92.15,高,否,否,否,是,维护,3,12,0.03,数据,高校,室内,高校,121.616,29.92,诺基亚,派单
8月,宁波,海曙,26583,北向性能,VOLTE接通质差,质量,96.63,高,否,否,否,是,现网,3,1,0.01,语音,室外,室外,城区道路,121.495,29.871,诺基亚,派单
7月,宁波,鄞州,26560,北向性能,VOLTE接通质差,质量,94.05,高,否,否,否,是,现网,4,15,0,语音,室外,室外,城区道路,121.552,29.822,诺基亚,派单
8月,宁波,鄞州,26560,北向性能,VOLTE接通质差,质量,95.26,高,否,否,否,是,现网,3,1,0.01,语音,室外,室外,城区道路,121.552,29.822,诺基亚,派单
7月,宁波,鄞州,26578,北向性能,无线切换质差,质量,94.71,高,否,否,否,是,现网,3,3,0,数据,室外,室外,城区道路,121.526,29.789,诺基亚,派单
8月,宁波,海曙,26437,北向性能,无线接通质差,质量,93.88,高,否,否,否,是,现网,5,5,0.03,数据,室外,室外,城区道路,121.45,29.856,诺基亚,派单
7月,宁波,海曙,22471,北向性能,VOLTE接通质差,质量,94.35,高,否,否,否,是,现网,3,7,0.01,语音,高校,室外,高校,121.477,29.892,诺基亚,派单
7月,宁波,海曙,22471,北向性能,VOLTE接通质差,质量,94.12,高,否,否,否,是,现网,3,9,0.02,语音,高校,室外,高校,121.477,29.892,诺基亚,派单
7月,宁波,鄞州,22477,北向性能,无线接通质差,质量,96.16,高,否,否,否,是,现网,4,4,0.02,数据,室外,室外,城区道路,121.593,29.813,诺基亚,派单
9月,宁波,慈溪,22351,SEQ,CSFB回落质差,质量,95.52,中,否,否,否,是,现网,3,1,0.05,语音,室外,室外,乡镇,121.221,30.174,诺基亚,派单
7月,宁波,慈溪,26691,北向性能,无线切换质差,质量,86.85,高,否,否,否,是,现网,3,2,0.03,数据,室外,室外,乡镇,121.126,30.198,诺基亚,派单
7月,宁波,宁海,22728,北向性能,无线切换质差,质量,90.14,高,否,否,否,是,现网,6,5,0,数据,室外,室外,村庄,121.635,29.244,中兴,派单
7月,宁波,宁海,26587,北向性能,无线切换质差,质量,89.92,高,否,否,否,是,现网,6,14,0.01,数据,室外,室外,村庄,121.41,29.329,中兴,派单
8月,宁波,奉化,22592,北向性能,无线接通质差,质量,95.49,高,否,否,否,是,现网,3,6,0,数据,室外,室外,村庄,121.367,29.609,中兴,派单
7月,宁波,奉化,22592,北向性能,VOLTE丢包质差,质量,8.22,高,否,否,否,是,现网,4,6,0.01,语音,室外,室外,村庄,121.367,29.609,中兴,派单
7月,宁波,江北,22349,北向性能,无线切换质差,质量,94.91,高,否,否,否,是,现网,3,4,0,数据,室外,室外,城区道路,121.428,29.978,诺基亚,派单
7月,宁波,江北,22730,北向性能,VOLTE接通质差,质量,94.59,高,否,否,否,是,现网,4,31,0.01,语音,室外,室外,城区道路,121.518,29.923,诺基亚,派单
7月,宁波,江北,22730,北向性能,VOLTE接通质差,质量,95.9,高,否,否,否,是,现网,3,7,0.02,语音,室外,室外,城区道路,121.518,29.923,诺基亚,派单
7月,宁波,余姚,26699,北向性能,无线切换质差,质量,91.96,高,否,否,否,是,现网,5,14,0.03,数据,室外,室外,村庄,121.102,30.081,诺基亚,派单
7月,宁波,余姚,26699,北向性能,无线接通质差,质量,96.3,高,否,否,否,是,现网,4,4,0.03,数据,室外,室外,村庄,121.102,30.081,诺基亚,派单
9月,宁波,象山,26574,北向性能,无线切换质差,质量,87.71,高,否,是,否,是,现网,4,5,0.01,数据,室外,室外,郊区道路,121.922,29.634,中兴,派单
9月,宁波,余姚,26696,北向性能,无线切换质差,质量,90.6,高,否,是,否,是,现网,4,4,0,数据,室外,室外,村庄,121.128,30.104,诺基亚,派单
